loss,val_loss,binary_accuracy,val_binary_accuracy,auc,val_auc,precision,val_precision
126.97271573543549,41.55819320678711,0.50390625,0.240234375,0.48272085189819336,0.4102984666824341,0.45931771397590637,0.3487893342971802
17.85107684135437,21.320629119873047,0.525390625,0.734375,0.39313188195228577,0.45419958233833313,0.339843213558197,0.3637295067310333
6.621550559997559,7.083554267883301,0.578125,0.7601010203361511,0.4907797574996948,0.5179703235626221,0.3894888162612915,0.4083469808101654
3.660585200200315,5.028682708740234,0.5553278923034668,0.734375,0.5350012183189392,0.5508661270141602,0.4296834468841553,0.43483954668045044
4.773659646511078,15.178523063659668,0.541015625,0.7676767706871033,0.5581744313240051,0.5683109760284424,0.4506802558898926,0.4562598168849945
5.15736997127533,4.708657264709473,0.486328125,0.759765625,0.5725961327552795,0.5789363384246826,0.4620696008205414,0.46107783913612366
8.025063217663375,10.382847785949707,0.5409836173057556,0.734375,0.584037184715271,0.5876344442367554,0.4659939706325531,0.4695259630680084
12.453022122383118,82.3570785522461,0.525390625,0.7601010203361511,0.5909407138824463,0.5936496257781982,0.47467827796936035,0.4760647118091583
11.812065720558167,6.377871513366699,0.541015625,0.734375,0.5965974926948547,0.599720299243927,0.48122477531433105,0.48314931988716125
6.794238209724426,9.507908821105957,0.533203125,0.7676767706871033,0.6001948118209839,0.6039770245552063,0.4847157299518585,0.48840275406837463
8.7557692527771,8.849030494689941,0.55859375,0.759765625,0.6058401465415955,0.608985424041748,0.49158957600593567,0.49415692687034607
10.879302501678467,11.527785301208496,0.51953125,0.265625,0.6094926595687866,0.6025106906890869,0.49504706263542175,0.4810405671596527
11.066346406936646,11.436720848083496,0.5859375,0.7601010203361511,0.5988800525665283,0.6014771461486816,0.47471943497657776,0.47724291682243347
9.103065178312104,12.613907814025879,0.4978448152542114,0.734375,0.6019206047058105,0.6034064888954163,0.4765689969062805,0.47659724950790405
9.184231042861938,10.242594718933105,0.51171875,0.7676767706871033,0.6035335063934326,0.6050758361816406,0.4778096377849579,0.4782243072986603
11.426947355270386,11.160904884338379,0.49609375,0.240234375,0.6051586270332336,0.5985579490661621,0.4780629277229309,0.46676671504974365
10.388099670410156,9.587512016296387,0.537109375,0.265625,0.5955102443695068,0.5917204022407532,0.4638304114341736,0.4579024910926819
9.693312168121338,14.020336151123047,0.54296875,0.7601010203361511,0.5893887877464294,0.5913215279579163,0.4548242390155792,0.45609307289123535
3.796096682548523,3.0062453746795654,0.576171875,0.265625,0.5926399230957031,0.5854882597923279,0.45784562826156616,0.4516100287437439
6.549104571342468,10.615567207336426,0.53125,0.23232322931289673,0.5822345614433289,0.5791857242584229,0.4502599537372589,0.44521385431289673
